27.,JADED,JAY-did,"Worn out, tired, fatigued, weary, exhausted.
Related words and usage tip: One meaning of the noun jade is a worn-out or brokendown horse, a nag. The verb to jade means to be or become like a worn-out or brokendown horse. The adjective jaded means like that broken-down horse; specifically, worn out from overwork or overindulgence.","

",
28.,MYOPIC,my-AHP-ik,"Short-sighted; not able to see the long-range picture; having a narrow or circumscribed view; lacking discernment, foresight, or perspective.
Synonyms: narrowminded, purblind, obtuse.
N.B. This discussion distinguishes the adjectives purblind, obtuse, and myopic.
Antonyms: broadminded, liberal, tolerant, catholic, latitudinarian Corresponding noun: myopia (my-OH-pee-uh), nearsightedness.","

",
29.,DEMONSTRABLE,di-MAHN-struh-buul,"(1)	Capable of being demonstrated, able to be proved.
(2)	Obvious, apparent, self-evident.
Corresponding verb: demonstrate.","

",
30.,CALLOW,KAL-oh,"Immature, inexperienced, unsophisticated, green, naive, lacking experience in and knowledge of the world.
N.B. Callow was formerly used of very young birds to mean without feathers, unfledged. Today callow and the word fledgling are used of persons, behavior, or things that are immature or inexperienced. A fledgling is a young bird that has just acquired its feathers and is learning to fly. From that original sense fledgling has come to refer either to a young and inexperienced person or to some thing that is just getting off the ground, as a fledgling enterprise.
Callow suggests an immaturity or inexperience manifested by a lack of sophistication.
Because callow means immature, it sometimes also suggests childishness or foolishness. Synonyms of callow in this unfavorable sense include juvenile, sophomoric, and puerile (PYOOR-ul or PYOO-ur-ul).","

",
31.,ACQUIESCE,ak-wee-ES,"To agree without protest, accept without argument or resistance, give in quietly.
Synonyms: consent, comply, submit, assent, accede.
N.B. This discussion distinguishes the verbs to assent, accede, and acquiesce.
Corresponding noun: acquiescence (AK-wee-ES-ins), passive agreement, quiet acceptance.
Usage tip: Acquiesce is sometimes followed by the preposition in, as to acquiesce in a decision.","

",
32.,PONTIFICATE,pahn-TIF-i-kayt,"To speak in a pompous and overbearing way; make pretentious or categorical statements; express one's opinion as though it were an official, authoritative decree.
Corresponding noun: pontification (pahn-TIF-iKAY-shin).
Related words: pontiff, the Roman Catholic pope, also known as the Bishop of Rome. The pontiff issues official decrees on church doctrine called papal bulls. To these decrees the pontiff affixes a seal called a bulla (BUUL-uh).
Additional useful word: dogmatic (dawg-MATik), means opinionated, dictatorial, expressing an opinion as if it were fact.","

",
33.,DELETERIOUS,DEL-i-TEER-ee-us,"Harmful, destructive, injurious, detrimental; especially, harmful to health or well-being.
Synonyms: ruinous, noxious, pernicious, malignant.
Antonyms: healthful, advantageous, wholesome, salutary (SAL-yuh-ter-ee).","

",
34.,AMBIVALENT,?,"Uncertain, indecisive; having conflicting feelings or desires; simultaneously drawn in opposite directions; attracted to and repulsed by something at the same time. Corresponding noun: ambivalence, a state of uncertainty or indecisiveness.
Etymology tip and related words: One meaning of the combining form ambi- is ""both,"" as in the words ambidextrous, skilled with both hands, and ambivert, a person who is both introverted, innerdirected, and extroverted, outer-directed. The word ambivalent combines ambi-, both, with the Latin valere, to be strong, to mean literally ""having strong feelings both ways""; hence, uncertain, indecisive.","

",
35.,PENSIVE,rhymes with intensive,"Thoughtful, absorbed in thought, especially in a deep, dreamy, or melancholy way.
Synonyms: reflective, meditative, wistful, contemplative (kuhn-TEM-pluh-tiv).
N.B. This discussion distinguishes the words pensive, contemplative, and wistful.
Etymology: Pensive comes ultimately from the Latin pensare, to ponder, consider, weigh in the mind. When you are pensive, you are thinking deeply about something, pondering it, weighing it in your mind.
Corresponding noun: pensiveness.","

",
36.,IMPROMPTU,im-PRAHMP-t(y)oo,"Made up or done on the spur of the moment, uttered or performed without preparation, improvised for the occasion.
Synonyms: offhand, spontaneous, extemporaneous (see extemporize, Level 3, Word 15).
Usage: Impromptu may apply either to spontaneous expression or activity: an impromptu speech; an impromptu party","

",
37.,CONJECTURE,kuhn-JEK-chur,"To guess; especially, to make an educated guess; to form an opinion or make a judgment based on insufficient evidence.
Synonyms: suppose, imagine, suspect, presume.
N.B. This discussion distinguishes the verbs to guess, speculate, surmise, and conjecture, all of which mean to form an opinion or reach a conclusion based upon uncertain or insufficient evidence.
Corresponding noun: conjecture, an educated guess, an assumption or conclusion based on insufficient evidence.
  
",38.,38.
38.,SURREPTITIOUS,SUH- or SUR-rip-TISH-us,"Stealthy; characterized by secrecy and caution; done, made, obtained, or enjoyed in a secret and often sly or shifty manner, so as to avoid notice.
Synonyms: crafty, furtive, covert, underhand, clandestine (Level 2, Word 6).
N.B. This discussion distinguishes the adjectives stealthy, furtive, clandestine, covert, and surreptitious, all of which mean secret, hidden from the knowledge or view of others.
Antonyms: evident, unconcealed, overt, aboveboard, manifest.
Etymology and usage: Surreptitious comes from the Latin verb surripere, to snatch, pilfer, take away or withdraw secretly. By derivation surreptitious means snatched while no one is looking, and in modern usage the word combines the deliberate, cautious secrecy suggested by stealthy with the crafty, evasive secrecy suggested by furtive.
Pronunciation tip: The traditional pronunciation of covert is KUH-vurt (like cover with a t at the end). Until the 1960s, KUH-vurt was the only pronunciation recognized by dictionaries. Since then the variant KOH-vurt has become so popular that several dictionaries now list it first. Dictionaries still list KUH-vurt and many older educated speakers prefer it out of respect for the word's tradition, which dates back to the 14th century. Another popular variant, koh-VURT, is often not listed at all (and is best avoided).
Those who preferto say KOH-vurt are not wrong; that pronunciation is now fully standard (meaning ""acceptable""). On the other hand, if you are not afraid to distinguish yourself as a cultivated speaker at the risk of raising a few eyebrows, then consider using the traditional pronunciation, KUH-vurt.","

",
39.,EXEMPLARY,eg-ZEM-pluh-ree,"Worthy of imitation, praiseworthy, commendable, serving as a model of excellence, appropriateness, or correctness.
Synonyms: ideal, admirable, meritorious, estimable, laudable (Level 4, Word 25).
Antonyms: shameful, disreputable, contemptible, deplorable, ignominious, odious, heinous (HAY-nus).
Etymology: Exemplary comes from the same Latin source as the word example. By derivation, something exemplary sets an example, and is therefore worthy of imitation.","

",
40.,IMPECCABLE,im-PEK-uh-buul,"(1)	Perfect, faultless, flawless; free from faults or imperfections.
(2)	Unable to do wrong, incapable of sin.
Synonyms: unimpeachable, irreproachable.
Antonyms: reprehensible, censurable, culpable.
N.B. This discussion distinguishes the words impeccable, immaculate, and infallible.
Etymology: Impeccable combines the privative prefix in-, meaning ""not,"" with the Latin peccare, to make a mistake, do wrong, blunder, sin. By derivation, impeccable means not able to make a mistake, incapable of sinning or doing wrong; hence, perfect, faultless.
N.B. When the prefix in- is attached to a word beginning with the letter B, P, or M, the N changes to an M: imbalanced means not balanced; impossible means not possible; and immutable means not mutable, not changeable, fixed. When the prefix inappears before a word beginning with L or R, the N changes to an L or an R: illogical means not logical; irreproachable means not reproachable, without fault or blame. These alterations in the spelling of the prefix in- have occurred to make these and dozens of other analogous words easier to pronounce.
Additional useful words: fallible (FAL-i-buul), capable of error or likely to be wrong; macula (MAK-yuh-luh), a spot or stain, specifically a blemish on the skin or a sunspot; maculate (MAKyuh-lit), stained, blemished, impure, corrupt; peccadillo (PEK-uh-DILoh), a small sin, minor fault or flaw; peccant (PEK-int), guilty, sinful, culpable; and peccable (PEK-uh-buul), liable to sin or do wrong.","

",
41.,ATTEST,uh-TEST,"(1)	To affirm to be true, genuine, or correct; certify or authenticate officially; stand as proof or evidence of.
(2)	To bear witness to, give testimony.
Etymology and related words: Attest comes from the Latin ad, to, and testari, to bear witness, and ultimately from testis, a witness, the source also of the words testify; testimony; testimonial; testator (TES-tay-tur), a person who has made a valid will; and intestate (in-TES-tayt), not having made a legal will.","

",
42.,COPIOUS,KOH-pee-us,"Abundant, plentiful, large in amount or number.
Synonyms: ample, bountiful, profuse.
Antonyms: scanty, meager, sparse, paltry.
Etymology and related word: Copious comes from the Latin copia, abundance, plenty, the source also of the English word cornucopia, a horn of plenty, hence, any overflowing stock or supply.","

",
43.,FALLACIOUS,fuh-LAY-shus,"False, misleading, deceptive, invalid, based on a fallacy.
Synonyms: erroneous, spurious, untenable, illusory, sophistical.
Related words: A fallacy is a false or misleading idea or statement, an argument that violates the laws of reasoning. Sophistry (Level 4, Word 20) refers to reasoning that deliberately uses fallacies (misleading arguments) to confuse or deceive.
Etymology: Fallacy and fallacious come from the Latin fallere, to deceive, lead astray.","

",
44.,STOIC,STOH-ik,"Showing no feelings, unemotional, unaffected by pleasure or pain, bearing pain or suffering without complaint.
Synonyms: impassive, dispassionate, indifferent, apathetic, placid, languid, phlegmatic, imperturbable.
Antonyms: ardent, vehement, zealous, fervid, fervent (Level 3, Word 24).
Corresponding noun: stoicism, indifference to pleasure or pain.
Etymology: Stoic and stoicism come from the Greek stoa, a porch or covered walkway specifically, the famous Painted Porch in ancient Athens where the philosophical doctrine of Stoicism was born.","

",
45.,RECRIMINATION,ri-KRIM-i-NAY-shin,"A countercharge or counter accusation.
Etymology: Recrimination combines the prefix re-, which means ""back"" or ""again,"" with the Latin verb criminari, to accuse, bring a charge against, and means literally to accuse in return, accuse again.
Corresponding noun: recriminate, to bring a countercharge against, denounce in return.
Corresponding adjective: recriminative or recriminatory.","

",
46.,AFFINITY,uh-FIN-i-tee,"(1)	Close resemblance or relationship; a strong likeness, similarity, or connection.
Synonyms: kinship, correspondence, compatibility, consanguinity.
(2)	A natural attraction to, or liking for, a person or thing.
Synonyms: penchant (Level 3, Word 9), propensity, proclivity.","

",
47.,VOLATILE,VAHL-uh-tuul,"(1) Changeable, unstable, inconstant, likely to change or shift rapidly and unpredictably.
Synonyms: fickle, flighty, capricious (Level 1, Word 11), erratic, protean, mercurial.
Antonyms: stable, fixed, steadfast, invariable, immutable, quiescent (Level 3, Word 22).
N.B. Volatile, which entered English in the early 1600s, has a volatile history, full of many shifts and changes in meaning. The word may also mean:
(a)	evaporating quickly, easily vaporized;
(b)	fleeting, vanishing swiftly, transient, ephemeral;
(c)	lighthearted, lively and carefree, whimsical, prone to flights of fancy; (d) explosive, likely to erupt into violence.
Etymology and related word: Volatile comes from the Latin volare, to fly, and its original meaning was ""flying"" or ""having the power to fly."" Today volatile is rarely used in this sense, and instead we have the word volant (VOH-lint), from the same Latin volare, to fly. Volant means flying, able to fly, or quick, nimble, agile.
Memory and usage tip: Remember that in all of its senses volatile describes that which can swiftly fly away from one condition or mood into another.
Corresponding noun: volatility.
Pronunciation tip: The pronunciation VAH-luh-tyl (-tyl like tile) is British.","

",
48.,SQUALID,SKWAH-lid,"Dirty and run-down as a result of poverty or neglect, foul or filthy from lack of care, wretched, miserable, degraded.
Synonyms: seedy, unkempt, dilapidated, slovenly (see also abject, Level 5, Word 50).
Antonyms: unsullied, immaculate, pristine.
Corresponding noun: squalor, filthiness, foulness, degradation; a wretched, miserable condition resulting from poverty or neglect.
N.B. This discussion distinguishes between the adjectives squalid and sordid.","

",
49.,EXPEDITE,EKS-puh-dyt,"To speed up, hasten, facilitate, accelerate the progress of, handle or perform quickly and efficiently.
Antonyms: delay, postpone, hinder, retard, slacken, protract (Level 3, Word 25).
Etymology: Expedite comes from the Latin verb expedire, to set free, disentangle, get ready for action.","

",
50.,ABJECT,AB-jekt or ab-JEKT,"Degraded, brought low in condition or status; hence, lacking self-respect, contemptible, wretched.
Synonyms: debased, despicable, ignoble, groveling, servile, squalid (Level 4, Word 48).
Antonyms: noble, dignified, lofty, majestic, eminent, illustrious.
Corresponding noun: abjection, a degraded, wretched, contemptible state.
Etymology: In Middle English abject meant ""outcast."" The word comes ultimately from the Latin ab, meaning ""away"" or ""off,"" and the verb jacere, to throw, and means literally ""thrown away, cast off.""","

",
1.,VOLUBLE,VAHL-yuh-buul,"Talkative, talking much and easily, characterized by a great and continuous flow of words.
Synonyms: long-winded, glib (Level 3, Word 8), garrulous (Level 4, Word 8), loquacious, verbose (Level 2, Word 30), effusive.
Antonyms: reticent, terse (Level 3, Word 3), laconic (Level 3, Word 18), taciturn.","

",
2.,COMMISERATE,kuh-MIZ-uh-rayt,"To sympathize, feel or express sympathy, show sorrow or pity for.
Synonym: condole.
Usage tip: Commiserate is often followed by with: ""They commiserated with her.""","

",
3.,DILEMMA,di-LEM-uh,"A predicament; specifically, a predicament in which one must choose between equally undesirable alternatives.
Synonyms: quandary (Level 3, Word 27), quagmire.
Usage tip: Dilemma is often used today of any difficult problem or troublesome situation, but many good writers and speakers object to that as loose usage. Strictly speaking, dilemma should be used only of situations in which one faces a choice between equally undesirable alternatives. Officials often face the dilemma of either voting for what their constituents want and going against their conscience, or voting their conscience and losing the support of their constituents.","

",
4.,TRANSITORY,TRAM-si-tor-ee or TRAN-zi-for-ee,"Passing, temporary, fleeting, not permanent or enduring.
Synonyms: transient (Level 2, Word 31), ephemeral (Level 4, Word 12), evanescent.
Etymology and related words: Transitory, transient, transit, and transition all come from the Latin transire, to go or pass over.","

",
5.,PHILANTHROPIC,FIL-an-THRAHP-ik,"Charitable, benevolent, humane; motivated by or done out of a desire to help or improve the welfare of others.
Corresponding noun: philanthropy.
Etymology and related words: Philanthropy and philanthropic both come from the Greek philein, to love (as in philosophy, literally ""love of wisdom,"" and philharmonic, literally ""loving or devoted to music""), and anthropos, man (as in anthropology, the study of mankind, of human customs, habits, and traditions, and anthropomorphic, shaped like or resembling a man or human being).
N.B. This discussion distinguishes the words philanthropic, humanitarian, altruistic, and charitable, all of which mean ""helping others.""","

",
6.,LETHARGY,LETH-ur-jee,"Lack of energy, sluggishness, dullness; an abnormally dull, drowsy, inactive condition or state of mind.
Synonyms: apathy, stupor, torpor, somnolence, lassitude, languor, stupefaction.
Corresponding adjective: lethargic.","

",
7.,EXONERATE,eg-ZAHN-uh-rayt,"To free from blame; free from a charge or the imputation of guilt; declare blameless or innocent.
Synonyms: acquit, absolve, exculpate (ek-SKUHLpayt or EKS-kul-payt).
Etymology: Exonerate combines the Latin ex-, out, with onus, a burden; in modern usage, removing the burden of guilt.","

",
8.,PUGNACIOUS,puhg-NAY-shus,"Given to fighting, combative, quarrelsome, ready and willing to fight.
Synonyms: contentious, belligerent, bellicose.
Antonyms: peaceable, clement (Level 2, Word 43), amicable.
Etymology: Pugnacious comes from the Latin pugnare, to box, fight with the fists, ready to put up his dukes.","

",
9.,CONTRITION,kun-TRISH-in,"Remorse, penitence, repentance, deep and devastating sorrow for one's sins or for something one has done wrong.","

",
10.,ABROGATE,AB-ruh-gayt,"To abolish by legal or authoritative action or decree.
Synonyms: cancel, revoke, repeal, annul, nullify, rescind (Level 3, Word 31).","

",
11.,OFFICIOUS,uh-FISH-us,"Meddlesome, nosy, intrusive, interfering, prying; specifically, offering unwanted advice or unnecessary services, especially in a highhanded, overbearing way.
Related word: quidnunc (KWID-nungk), a busybody, nosy person.","

",
12.,INTRACTABLE,in-TRAK-tuh-buul,"Hard to manage or control, stubborn, unruly.
Antonyms: obedient, compliant, malleable (Level 2, Word 29), docile, tractable.
Etymology and related words: The antonyms tractable and intractable, and the familiar words traction and tractor, come from the Latin tractare, to drag around, haul; also, to manage, control.","

",
13.,ALTRUISM,AL-troo-iz'm,"Selflessness, unselfish concern for the welfare of others.
Antonym: egoism, self-centeredness; specifically, the doctrine that self-interest is the proper goal of the individual.
Usage tip: Egoism is distinguished from egotism, which denotes extreme selfinvolvement, excessive reference to oneself in speech or writing.
Corresponding noun: altruist, a person who puts the needs of others and of society first.","

",
14.,ACCOLADE,"ak-uh-LAYD, but see tip below","An award; sign of respect or esteem; expression of praise; mark of acknowledgment; anything done or given as a token of appreciation or approval.
Etymology: Accolade comes from the Latin accollare, to embrace, which comes in turn from ad-, meaning ""to,"" and collum, the neck, the source of the word collar. Originally, an accolade was an embrace, specifically the ritual embrace used in conferring knighthood.
Pronunciation tip: Accolade may also acceptably be pronounced AK-uh-layd, ak-uhLAHD, and AKuh-lahd.","

",
15.,VERNACULAR,vur-NAK-yuh-lur,"The native language of a people; especially, the common, everyday, informal language of ordinary people.
Corresponding adjective: vernacular, of or pertaining to the common, everyday language of ordinary people; also, native as opposed to foreign.
Related expression: ""In the vernacular"" means in ordinary and unpretentious language.
N.B. The vernacular comprises all language that is common and informal, any word or expression that ordinary people use-whether it is considered bad or good, acceptable or improper.","

",
16.,JUDICIOUS,joo-DISH-us,"Wise and careful, having or showing sound judgment.
Synonyms: sensible, levelheaded, prudent (Level 1, Word 47), discreet.
Antonyms: thoughtless, foolhardy, impetuous, temerarious.
Etymology and related words: From the Latin judex, a judge, and judicare, to judge, pass judgment, we inherit the words judge, judgment, judicial, judiciary, and judicious.
Spelling tip: Judge has an E at the end, but in American English there is no E in the middle of the word judgment (the British spell it judgement).","

",
17.,CHRYSALIS,KRIS-uh-lis,"(1)	The pupa of a butterfly; the stage during which the insect is enclosed in a case or cocoon.
(2)	A sheltered and undeveloped state or stage of being.","

",
18.,GENTEEL,jen-TEEL,"Refined, polite, well-bred, sophisticated; elegantly stylish or fashionable; pertaining or belonging to high society.
Usage tip: In current usage genteel often suggests an excessive or affected refinement.","

",
19.,JOVIAL,JOH-vee-u1,"Merry, full of good humor, hearty and fun-loving, jolly.
Synonyms: sociable, jolly, convivial (Level 5, Word 46).
Etymology: Jovial comes from the name Jove (also Jupiter), the chief deity in Roman mythology, called Zeus by the ancient Greeks. Jove was renowned for his love of feasting and merriment.
",20.,20.
20.,SUBTERFUGE,SUHB-tur-fyooj,"A deception, trick, underhanded scheme.
Synonyms: stratagem, artifice, ruse (rhymes with fuse and choose).
Usage tip: Subterfuge applies to any secret or illicit plan or activity designed to conceal a motive, escape blame, or avoid something unpleasant.
Pronunciation tip: Don't soften the G and say SUHB-tur-fyoozh. The fuge should rhyme with huge.","

",
21.,EBULLIENCE,i-BUHL-yints or i-BUUL-yints,"Lively enthusiasm, high spirits, bubbly excitement.
Synonyms: exuberance, exhilaration, effervescence.
Etymology and related words: The Latin ebullire, to boil, bubble, is the source of the English words ebullition, ebullient, and ebullience.
Pronunciation tip: In the words ebullience and ebullient, the second syllable, -bul-, may be pronounced either like bul- in bulk or in bull.","

",
22.,IMPERVIOUS,im-PUR-vee-us,"Impenetrable, incapable of being entered or passed through; hence, unable to be moved or affected by something.
Synonyms: impassable, impermeable, opaque.
Antonyms: penetrable, passable, accessible, permeable, translucent, diaphanous.","

",
23.,REMONSTRATE,ruh-MAHN-strayt,"To object, protest, reprove, rebuke, argue or plead against. Synonym: expostulate","

",
24.,EFFACE,i-FAYS,"(1)	To rub out, wipe out, erase.
(2)	To withdraw from notice, make oneself inconspicuous.
Synonyms: obliterate, expunge.
Usage tip: Take care to distinguish efface and deface, to spoil the appearance of, ruin, disfigure,","

",
25.,CHIMERA,"ky-MEER-uh, also ki-MEER-uh","A foolish fancy, fantastic notion or idea, figment of the imagination.
Synonyms: whimsy, crotchet, maggot, caprice.
Etymology: In Greek mythology, the Chimera was a fire-breathing monster with the head of a lion, the body of a goat, and the tail of a serpent. In modern usage chimera may refer to that fabulous creature or to any absurd and fabulous creation of the mind.  Corresponding adjective: chimerical, imaginary, fantastic, preposterous, absurd.","

",
26.,INCORRIGIBLE,in-KOR-ij-uh-buul,"(1)	Bad beyond correction or reform, hopeless, irreformable.
Synonyms: irredeemable, irreclaimable, unrepentant, inveterate, unregenerate.
(2)	Unruly, unmanageable, difficult to control.
Synonyms: obstinate (Level 1, word 34), willful, intractable.
Antonym: corrigible, capable of being corrected, amended, or reformed.","

",
27.,JUXTAPOSE,juks-tuh-POHZ,"To place side by side or close together, especially so as to compare or contrast.
Etymology and related words: Juxtapose comes from the Latin juxta, near, close by, and ponere, to put, place, the source also of position and posit (PAH-zit), to put forward as true, set down as a fact.
Corresponding noun: juxtaposition.","

",
28.,CONVERSANT,kun-VUR-sint,"Familiar, acquainted, well-informed or well-versed.
Etymology and related words: Conversant comes from the Latin conversari, to associate with, the source also of converse and conversation.
N.B. This discussion distinguishes the synonyms conversant and versed.","

",
29.,ESOTERIC,ES-o-TER-ik,"Intended for or designed to be understood only by a select group, known only by a few people; hence, not public, secret, confidential.
Synonyms: mysterious, impenetrable, inscrutable (Level 3, Word 48), cryptic, abstruse, arcane, recondite (REK-un-dyt).
Antonyms: plain, apparent, accessible, manifest, discernible (Level 3, Word 32), lucid (Level 3, Word 45), perspicuous. The direct antonym is exoteric.","

",
30.,AUSPICIOUS,aw-SPISH-us,"Favorable, fortunate; marked by favorable circumstances or good fortune; conducive to success; boding well. Synonym: propitious.
Etymology: Latin auspicium, the act of predicting the future by observing the flight of birds (from avis, bird, and specere, to look at, observe)","

",
31.,ITINERANT,eye-TIN-ur-int,"Wandering, traveling about, moving from place to place, especially to perform work.
Synonyms: migratory, wayfaring, vagrant, nomadic, ambulatory, peripatetic (Level 9, Word 47).
Etymology and related words: Itinerant and itinerary come from the Late Latin verb itinerari, to travel, go on a journey. An itinerary is a route or course taken on a journey, especially a detailed plan or list of places to visit while traveling.
Corresponding noun: Itinerant, an itinerant person, a wanderer, wayfarer, someone who travels from place to place.
Usage tip: Itinerary and agenda are not synonymous. An agenda is a list of things to be done or dealt with, especially a list of items to be addressed in a meeting. An itinerary is a list of places to go, a detailed plan for a journey.
N.B. This discussion distinguishes the words itinerant, nomadic, vagrant, and ambulatory all of which mean moving or traveling about.","

",
32.,CULL,"KUHL, rhymes with gull","To pick out, select from various sources, gather, collect.
Etymology and related words: Cull comes from the Latin colligere, to gather, the source also of collect and collection.
N.B. This discussion distinguishes the verbs cull and glean.","

",
33.,PROMULGATE,pruh-MUHL-gayt or PRAHM-ul-gayt,"To make known, publish, proclaim, make public in an official manner.
Synonyms: announce, advertise, broadcast, disseminate, bruit (like brute). All these words suggest bringing something to the attention of the public, making it widely known.
Corresponding nouns: promulgation, the act of making something public or widely known; promulgator, a person who makes something widely known, who proclaims or publicizes it.
Etymology and usage: Promulgate comes from the Latin promulgare, to publish, proclaim. The word applies chiefly to making something known in a formal or official way.","

",
34.,GRATUITOUS,gruh-T(Y)OO-i-tus,"(1)	Free; given without charge or obligation.
(2)	Without legitimate cause or reason; uncalledfor, unjustified, baseless, unwarranted.
Etymology and related words: Gratuitous comes from the Latin gratuitus, meaning not paid for, unprovoked, or spontaneous. From the same source come gratis (rhymes with lattice), free, without charge, and gratuity, a gift or favor given in return for a service.
Usage tip: This discussion concludes with an admonition to avoid the redundant phrases ""free gift"" (all gifts are free) and ""toll-free 800 number"" (all 800 numbers are tollfree), and to drop the unnecessary for in the illogical phrase ""for free."" (You get something either free or for nothing, not for free.)
Interesting word: joculism (as defined by William Safire, language columnist for The New York Times), ""a word or phrase intended to be an amusing error that is taken up as accurate by the unwary.""","

",
35.,NOMENCLATURE,NOH-men-KLAY-chur,"A system of names, especially a system of names used in a science, art, or branch of knowledge.
Etymology and related word: Nomenclature combines the Latin nomen, name, with calare, to call. From the same source comes nomenclator (NOH-men-KLAY-tur), originally (in ancient Rome) an attendant who informed candidates for office of the names of the persons they met; in modern usage, a person who assigns names in scientific classification.","

",
36.,DROLL,rhymes with coal and hole,"Amusing, humorous, comical; especially, funny or witty in an odd or outrageous way.
Synonyms: ridiculous, ludicrous, farcical, waggish.
Antonyms: sober, sedate, staid (rhymes with fade), austere (Level 3, Word 17).
Corresponding noun: drollery.","

",
37.,INSATIABLE,in-SAY-shuh-buul,"Greedy, hungry, unable to be satisfied or appeased.
Synonyms: ravenous, voracious, unquenchable, unappeasable.
Antonym: satiable, capable of being satisfied.
Etymology and related words: From the Latin satis, enough, sufficient, English has inherited the words insatiable, satiable, satisfy, and satiate, to satisfy completely or somewhat to excess;and satiety, a state of excessive gratification, satisfaction beyond what one normally desires.
",38.,38.
38.,BEGUILE,"bi-GYL, rhymes with a smile","(1)	To deceive, delude, or mislead.
Synonyms: dupe, gull, hoodwink, swindle, bamboozle, ensnare, cozen (pronounced like cousin).
(2)	To charm, amuse, or delight.
Synonyms: enchant, enrapture, enthrall, ensorcel (en-SOR-sul).
Etymology: The prefix be- at the beginning of the verb to beguile is an intensifier meaning ""completely, thoroughly,"" as in besmirch, befuddle, and beware. The word guile (craftiness, deceit, treacherous cunning) comes through Old French probably from an Old English word meaning sorcery or divination.","

",
39.,VINDICTIVE,vin-DIK-tiv,"Seeking or wanting revenge, vengeful, characterized by a desire to get even.  N.B. This discussion distinguishes the synonyms vengeful and vindictive.
Related word: retribution, repayment in the form of punishment in return for a wrong.","

",
40.,REPLETE,ri-PLEET,"Fully or richly supplied, well-stocked, chock-full, filled to capacity.
Synonyms: stuffed, crammed, gorged, abounding, brimming, teeming, laden, surfeited.
Etymology and related words: Replete comes from the Latin replere, to refill, fill again, from reagain, and plere, to fill. From the Latin plere and the adjective plenus, full, come the English words plenty, plentiful, plenitude, an abundance, ample amount, and plenary (PLEE-nuh-ree), full or complete in all respects. N.B. This discussion distinguishes the words replete and fraught.
Usage tip: Replete and complete are not synonymous or interchangeable. Complete means lacking nothing, having all necessary elements, ingredients, or parts: a complete set of encyclopedias. Replete means well-stocked, fully or richly supplied: a river replete with fish.","

",
41.,PRECLUDE,pri-KLOOD,"To prevent, make impossible, exclude or shut off all possibility of something happening.
Synonyms: avert, obviate, forestall.
Antonyms: incite, instigate, engender.
Etymology: Latin prae-, before, and claudere, to shut, close up.
",42.,42.
42.,CASTIGATE,KAS-ti-gayt,"To punish or criticize severely.
Synonyms: chasten, chastise, rebuke, reprimand, reprove, censure (Level 3, Word 28).
Antonyms: approve, reward, praise, commend, laud, extol, eulogize.
N.B. This discussion distinguishes the verbs to castigate, to chasten, and to chastise (the corresponding noun, chastisement, may be pronounced either CHAS-tiz-mint or chasTYZ-mint.)
Corresponding noun: castigation.","

",
43.,COLLOQUIAL,kuh-LOH-kwee-ul,"Conversational; pertaining to, characteristic of, or used in spoken language; hence, informal, casual, natural.
Etymology and related words: Colloquial comes from the Latin loqui, to speak, converse-the source also of loquacious, extremely talkative, a synonym of garrulous (Level 4, Word 8); colloquy (KAHLuh-kwee), a conversation-specifically, a formal or intellectual discussion; and colloquium (kuh-LOHkwee-um), a conference or meeting for discussion.
Corresponding noun: colloquialism, a colloquial expression; a bit of vernacular language; a word or phrase used in common, everyday, informal speech.
Dictionary usage tip: When you see the abbreviation coll. or colloq. in a dictionary, it means colloquial, appropriate to or characteristic of informal speech.
Colloquial usage tip: Avoid the expression ""I could care less""; instead say ""I could not care less."" If you can care less, that means you still have some caring left in you; if you cannot care less, then you do not care at all.
N.B. This discussion concludes with an exploration of the nature of colloquial speech and colloquialisms.","

",
44.,OBFUSCATE,uhb-FUHS-kayt or AHB-fuh-skayt,"To make obscure, cloud over, darken, make unclear or indistinct.
Synonyms: confuse, complicate, muddle, bewilder, shroud, eclipse, adumbrate (adUHMbrayt or AD-uhm-brayt).
Antonyms: expose, unveil, clarify, elucidate.
Corresponding noun: obfuscation.
Etymology: Latin obfuscare, to darken.","

",
45.,FACILE,"FAS'l, rhymes with castle","Easy, easily done; performed or achieved in an easy, effortless way; working or acting in a smooth, free, and unrestrained manner.
Synonyms: quick, ready, fluent, nimble, dexterous, expert, adroit (Level 3, Word 41).
Antonyms: difficult, awkward, unwieldy, laborious, irksome, obstinate (Level 1, Word 34), onerous (Level 4, Word 13), intractable (Level 5, Word 12), refractory (ri-FRAKtuh-ree).
Etymology and related words: facile, facility, and facilitate all come through the Latin facilis, easy to do, from facere, to make or do.
",46.,46.
46.,CONVIVIAL,kun-VIV-ee-ul,"Sociable, merry, festive.
Synonyms: jovial (Level 5, Word 19), genial, companionable, affable, gregarious.
Antonyms: unsociable, reserved, solitary, aloof.
Etymology: Latin convivium, a feast, banquet, from con-, meaning ""together,"" and vivere, to live. By derivation convivial means gathering together to eat, drink, and be merry.","

",
47.,ESCHEW,es-CHOO,"To avoid, shun, abstain from; keep away from something harmful, wrong, or distasteful.
Usage tip: Eschew has nothing to do with chewing-for which the fancy synonym is mastication.","

",
